target,group,auc,auc_sd,n_measurements,n_windows,paired_frac,min_wilcoxon_p
Loop/342,outlier,0.84,,1,5,1.0,0.03125
DCLP3/91,outlier,0.8,,1,10,1.0,0.0009765625
Loop/633,outlier,0.8,,1,5,1.0,0.03125
DCLP5/81,outlier,0.75,,1,4,1.0,0.0625
Loop/100,outlier,0.68,,1,5,0.8,0.0625
Loop/1142,outlier,0.6736111111111112,,1,24,1.0,5.960464477539063e-08
DCLP5/52,outlier,0.6296296296296297,,1,9,0.8888888888888888,0.013671875
Loop/467,outlier,0.6033057851239669,,1,11,0.9090909090909091,0.00146484375
Loop/19,outlier,0.6020408163265306,,1,14,0.6428571428571429,0.0863037109375
Loop/968,outlier,0.6,,1,5,1.0,0.03125
DCLP3/135,control,0.6,,1,5,0.6,0.21875
Loop/1120,outlier,0.5625,,1,4,0.75,0.1875
DCLP3/114,control,0.5625,,1,4,0.75,0.125
DCLP3/10,control,0.5537190082644629,,1,11,0.7272727272727273,0.10302734375
Loop/1071,control,0.5268595041322314,,1,22,0.7272727272727273,0.013767719268798828
Loop/317,control,0.515625,,1,24,0.7916666666666666,8.7738037109375e-05
Loop/1116,control,0.5152354570637119,,1,19,0.42105263157894735,0.9090671539306641
Loop/1153,outlier,0.5152354570637119,,1,19,0.7368421052631579,0.030103683471679688
DCLP3/102,control,0.5061728395061729,,1,9,0.6666666666666666,0.326171875
Loop/727,outlier,0.5020661157024794,,1,22,0.45454545454545453,0.6836357116699219
DCLP3/171,control,0.48,,1,5,0.6,0.5
DCLP3/134,control,0.47959183673469385,,1,14,0.35714285714285715,0.82122802734375
DCLP3/68,control,0.44,,1,5,0.2,0.9375
DCLP3/43,control,0.44,,1,5,0.2,0.78125
DCLP3/144,control,0.4375,,1,4,0.25,0.875
DCLP3/111,control,0.42,,1,10,0.3,0.9755859375
