target,group,auc,auc_sd,n_measurements,n_windows,paired_frac,min_wilcoxon_p
Loop/100,outlier,1.0,,1,5,1.0,0.03125
DCLP5/52,outlier,0.8888888888888888,,1,9,1.0,0.001953125
DCLP3/91,outlier,0.81,,1,10,0.9,0.001953125
Loop/633,outlier,0.8,,1,5,0.8,0.09375
Loop/19,outlier,0.6275510204081632,,1,14,1.0,6.103515625e-05
DCLP5/81,outlier,0.625,,1,4,1.0,0.0625
Loop/317,control,0.6128472222222222,,1,24,0.625,0.021244585514068604
Loop/727,outlier,0.6115702479338843,,1,22,0.8636363636363636,0.00021409988403320312
DCLP3/68,control,0.6,,1,5,0.8,0.0625
DCLP3/144,control,0.5625,,1,4,0.75,0.1875
DCLP3/114,control,0.5625,,1,4,0.75,0.1875
Loop/1120,outlier,0.5625,,1,4,0.75,0.125
DCLP3/102,control,0.5555555555555556,,1,9,0.8888888888888888,0.013671875
Loop/1071,control,0.5475206611570248,,1,22,0.6363636363636364,0.025036334991455078
Loop/1142,outlier,0.5434027777777778,,1,24,0.7916666666666666,0.002665221691131592
Loop/1116,control,0.5373961218836565,,1,19,0.7894736842105263,0.001010894775390625
Loop/467,outlier,0.5206611570247934,,1,11,0.6363636363636364,0.13916015625
DCLP3/10,control,0.5206611570247934,,1,11,0.2727272727272727,0.83984375
DCLP3/43,control,0.52,,1,5,0.6,0.3125
Loop/342,outlier,0.52,,1,5,0.6,0.15625
DCLP3/134,control,0.5153061224489796,,1,14,0.6428571428571429,0.0863037109375
Loop/1153,outlier,0.5096952908587258,,1,19,0.5789473684210527,0.09781646728515625
DCLP3/111,control,0.5,,1,10,0.5,0.3125
DCLP3/135,control,0.48,,1,5,0.4,0.59375
Loop/968,outlier,0.48,,1,5,0.4,0.84375
DCLP3/171,control,0.44,,1,5,0.2,0.78125
